IOC_sort,2019#,ADU,Rank,Scientific Name,Common Name,Status Birdlife,2019 IUCN Red List category,AM,AMR,E,EX,HIST,IO,MM,N,NR,NRR,OM,PM,PMR,RAR,RS,SO,VIO,VM,VN,VO,VP,VSO,VSA,Order,Family,Clements--Sort,Clements--code,Clements--Scientific Name,Clements--Common Name,Clements--Family,H&M--Scientific Name,H&M--Common Name,H&M--sort_key,HBW-BL--Scientific Name,HBW-BL--Common Name,HBW-BL--Note,HBW-BL--SISRecID,IOC--Code,IOC--Note,96#,2009#,IOC--Breeding Range,IOC--Nonbreeding Range,Clements--range,H&M--range,Note 2019,Note 2009
29581,,,Subspecies,Estrilda paludicola ruthae,Fawn-breasted Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29877,,Estrilda paludicola ruthae,,Estrildids,Estrilda paludicola ruthae,Fawn-breasted Waxbill,180-001-010-005-005,,,,,,,,,c DR Congo,,Congo and immediately adjacent Gabon and w Democratic Republic of the Congo,C DR Congo,,
29584,742,817,Species,Estrilda rhodopyga,Crimson-rumped Waxbill,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29882,crrwax1,Estrilda rhodopyga,Crimson-rumped Waxbill,Estrildids,Estrilda rhodopyga,Crimson-rumped Waxbill,180-001-010-007,Estrilda rhodopyga,Crimson-rumped Waxbill,,22719562,,,1301,1019,"AF : ne, e",,,,,
29585,,,Subspecies,Estrilda rhodopyga rhodopyga,Crimson-rumped Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29883,,Estrilda rhodopyga rhodopyga,,Estrildids,Estrilda rhodopyga rhodopyga,Crimson-rumped Waxbill,180-001-010-007-001,,,,,,,,,n Sudan to n Somalia,,"N Sudan to Eritrea, Ethiopia and Somalia","E Sudan, Eritrea, N Ethiopia, NW Somalia",,
29586,,,Subspecies,Estrilda rhodopyga centralis,Crimson-rumped Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29884,,Estrilda rhodopyga centralis,,Estrildids,Estrilda rhodopyga centralis,Crimson-rumped Waxbill,180-001-010-007-002,,,,,,,,,se Sudan to s Somalia and south to Tanzania and Malawi,,"southern South Sudan, central and southern Ethiopia, and northern and southern Somalia south to northern Malawi",S Ethiopia and SE South Sudan to Malawi and E DR Congo,,
29588,743,3744,Species,Estrilda troglodytes,Black-rumped Waxbill,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29885,bkrwax,Estrilda troglodytes,Black-rumped Waxbill,Estrildids,Estrilda troglodytes,Black-rumped Waxbill,180-001-010-009,Estrilda troglodytes,Black-rumped Waxbill,,22719570,,,1302,1020,"AF : Mauritania to Liberia and east to Eritrea, Ethiopia and w Kenya",,"southern Mauritania and Senegambia east to southern Sudan, South Sudan, Eritrea, Uganda, and western Kenya; also widely introduced, to the Caribbean (Puerto Rico, Guadeloupe, Martinique), Hawaiian Islands, Spain, and Japan","Senegal to W Ethiopia, Uganda and W Kenya",,
29589,744,843,Species,Estrilda astrild,Common Waxbill,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29886,comwax,Estrilda astrild,Common Waxbill,Estrildids,Estrilda astrild,Common Waxbill,180-001-010-010,Estrilda astrild,Common Waxbill,,22719574,,,1303,1021,"AF : w, c, e, s",,,,,
29590,,,Subspecies,Estrilda astrild kempi,Common Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29887,,Estrilda astrild kempi,,Estrildids,Estrilda astrild kempi,Common Waxbill,180-001-010-010-001,,,,,,,,,"Guinea, Sierra Leone and Liberia",,Sierra Leone to s Guinea and Liberia,"Guinea, Sierra Leone, Liberia",,
29591,,,Subspecies,Estrilda astrild occidentalis,Common Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29888,,Estrilda astrild occidentalis,,Estrildids,Estrilda astrild occidentalis,Common Waxbill,180-001-010-010-002,,,,,,,,,"s Mali and Ivory Coast to n DR Congo, Bioko I.",,"Ghana to CAR, middle Congo River and ne Democratic Republic of the Congo; Bioko",Bioko; Ivory Coast to N DR Congo,,
29592,,,Subspecies,Estrilda astrild peasei,Common Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29894,,Estrilda astrild peasei,,Estrildids,Estrilda astrild peasei,Common Waxbill,180-001-010-010-004,,,,,,,,,Ethiopia,,Ethiopia,Ethiopia,,
29593,,,Subspecies,Estrilda astrild macmillani,Common Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29895,,Estrilda astrild macmillani,,Estrildids,Estrilda astrild macmillani,Common Waxbill,180-001-010-010-005,,,,,,,,,Sudan,,South Sudan,South Sudan and W Ethiopia (R. Baro),,
29594,,,Subspecies,Estrilda astrild adesma,Common Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29896,,Estrilda astrild adesma,,Estrildids,Estrilda astrild adesma,Common Waxbill,180-001-010-010-006,,,,,,,,,"e DR Congo, Uganda, w Kenya to nw Tanzania",,"Uganda to e Democratic Republic of the Congo, Rwanda, Burundi, w Kenya, nw Tanzania","E DR Congo to Uganda, NW Tanzania, W Kenya",,
29595,,,Subspecies,Estrilda astrild massaica,Common Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29898,,Estrilda astrild massaica,,Estrildids,Estrilda astrild massaica,Common Waxbill,180-001-010-010-007,,,,,,,,,c Kenya to n Tanzania,,Kenya e of Rift Valley to interior n Tanzania,C Kenya to N Tanzania,,
29596,,,Subspecies,Estrilda astrild minor,Common Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29897,,Estrilda astrild minor,,Estrildids,Estrilda astrild minor,Common Waxbill,180-001-010-010-008,,,,,,,,,"s Somalia, e Kenya, ne Tanzania and Zanzibar",,"S Somalia to e Kenya, ne Tanzania, Zanzibar and Mafia I.","S Somalia, E Kenya, NE Tanzania, Zanzibar",,
29597,,,Subspecies,Estrilda astrild cavendishi,Common Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29899,,Estrilda astrild cavendishi,,Estrildids,Estrilda astrild cavendishi,Common Waxbill,180-001-010-010-009,,,,,SSP,"Includes schoutedeni. Payne, 2010",,,s DR Congo and s Tanzania to Zimbabwe and Mozambique,,"Tanzania, se Democratic Republic of the Congo, Zambia, Malawi to Zimbabwe, Mozambique","SE DR Congo (except upper R. Lualaba, Lake Upemba), S Tanzania to E Zambia, C and E Zimbabwe, Mozambique",,
29598,,,Subspecies,Estrilda astrild niediecki,Common Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29892,,Estrilda astrild niediecki,,Estrildids,Estrilda astrild niediecki,Common Waxbill,180-001-010-010-012,,,,,,,,,c Angola to w Zimbabwe,,"Angola to sw Zambia, ne Namibia, n Botswana and w Zimbabwe","C Angola to SW Zambia, N Botswana, W Zimbabwe",,
29599,,,Subspecies,Estrilda astrild angolensis,Common Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29891,,Estrilda astrild angolensis,,Estrildids,Estrilda astrild angolensis,Common Waxbill,180-001-010-010-013,,,,,,,,,inland w Angola,,Plateau of w Angola,W Angola,,
29600,,,Subspecies,Estrilda astrild jagoensis,Common Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29890,,Estrilda astrild jagoensis,,Estrildids,Estrilda astrild jagoensis,Common Waxbill,180-001-010-010-014,,,,,SSP,"Includes sousae. Payne, 2010",,,"coastal w Angola, S„o TomÈ",,Coastal w Angola (Benguela and MoÁamedes),W Angola,,
29601,,,Subspecies,Estrilda astrild rubriventris,Common Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29889,,Estrilda astrild rubriventris,,Estrildids,Estrilda astrild rubriventris,Common Waxbill,180-001-010-010-015,,,,,,,,,Gabon to nw Angola,,Coastal Gabon and lower sw Congo to nw Angola,Coastal Gabon to NW Angola,,
29602,,,Subspecies,Estrilda astrild damarensis,Common Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29893,,Estrilda astrild damarensis,,Estrildids,Estrilda astrild damarensis,Common Waxbill,180-001-010-010-016,,,,,,,,,Namibia,,Namibia and nw Cape Province,Namibia,,
29603,,,Subspecies,Estrilda astrild astrild,Common Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29900,,Estrilda astrild astrild,,Estrildids,Estrilda astrild astrild,Common Waxbill,180-001-010-010-017,,,,,,,,,s Botswana and w and s South Africa,,W South Africa and se Botswana. This species also is introduced on Trinidad and in Brazil,"SE Botswana, W and C South Africa",,
29604,,,Subspecies,Estrilda astrild tenebridorsa,Common Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29901,,Estrilda astrild tenebridorsa,,Estrildids,Estrilda astrild tenebridorsa,Common Waxbill,180-001-010-010-018,,,,,,,,,n and e South Africa,,"E South Africa, Lesotho and Swaziland",E South Africa,,
29606,745,1129,Species,Estrilda nonnula,Black-crowned Waxbill,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29903,blcwax2,Estrilda nonnula,Black-crowned Waxbill,Estrildids,Estrilda nonnula,Black-crowned Waxbill,180-001-010-012,Estrilda nonnula,Black-crowned Waxbill,,22719589,,,1304,1022,AF : c,,,,,
29607,,,Subspecies,Estrilda nonnula elizae,Black-crowned Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29905,,Estrilda nonnula elizae,,Estrildids,Estrilda nonnula elizae,Black-crowned Waxbill,180-001-010-012-001,,,,,,,,,Bioko I.,,Bioko (Gulf of Guinea),Bioko; SW Cameroon (Mont Cameroun),,
29608,,,Subspecies,Estrilda nonnula eisentrauti,Black-crowned Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29906,,Estrilda nonnula eisentrauti,,Estrildids,,,,,,,,,,,,Mt. Cameroon  (sw Cameroon),,S Cameroon (Mt. Cameroon),,,
29609,,,Subspecies,Estrilda nonnula nonnula,Black-crowned Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29904,,Estrilda nonnula nonnula,,Estrildids,Estrilda nonnula nonnula,Black-crowned Waxbill,180-001-010-012-003,,,,,,,,,"se Nigeria and Cameroon to se Sudan, w Kenya and nw Tanzania",,"Burkina Faso to se Nigeria, Uganda, w Kenya and nw Tanzania","E Nigeria, E Cameroon to South Sudan, E DR Congo, NW Tanzania and W Kenya",,
29614,746,3740,Species,Estrilda kandti,Kandt's Waxbill,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29911,kanwax1,Estrilda kandti,Kandt's Waxbill,Estrildids,,,,Estrilda kandti,Kandt's Waxbill,Estrilda atricapilla and E. kandti (del Hoyo and Collar 2016) were previously lumped as E. atricapilla following Dowsett & Forbes-Watson (1993).,103813616,AS,Kandt's Waxbill is split from Black-headed Waxbill (Birds of Africa),1305,1023,"AF : ec DR Congo, w Uganda, Rwanda, Burundi, c Kenya",,"Rift Valley mountains of extreme eastern Democratic Republic of the Congo, Uganda, Burundi, Rwanda, and Kenya",,Formerly treated as conspecific with Black-headed Waxbill E. atricapilla,
29615,,,Subspecies,Estrilda kandti kandti,Kandt's Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,,,,,,Estrilda atricapilla kandti,Black-headed Waxbill,180-001-010-013-004,,,,,,,,,"ec DR Congo, Uganda, Rwanda and Burundi",,,"E DR Congo, SW Uganda, Rwanda, Burundi, W and C Kenya",,
29616,,,Subspecies,Estrilda kandti keniensis,Kandt's Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,,,,,,,,,,,,,,,,,c Kenya,,,,,
29617,747,841,Species,Estrilda erythronotos,Black-faced Waxbill,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29912,blcwax1,Estrilda erythronotos,Black-faced Waxbill,Estrildids,Estrilda erythronotos,Black-faced Waxbill,180-001-010-014,Estrilda erythronotos,Black-faced Waxbill,,22719604,,,1306,1024,"AF : s, e",,,,,
29618,,,Subspecies,Estrilda erythronotos delamerei,Black-faced Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29913,,Estrilda erythronotos delamerei,,Estrildids,Estrilda erythronotos delamerei,Black-faced Waxbill,180-001-010-014-001,,,,,,,,,"sw Uganda, w Kenya to c Tanzania",,S Kenya to w Uganda and central Tanzania,"W and C Tanzania to SW Uganda, SW Kenya",,
29619,,,Subspecies,Estrilda erythronotos erythronotos,Black-faced Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29914,,Estrilda erythronotos erythronotos,,Estrildids,Estrilda erythronotos erythronotos,Black-faced Waxbill,180-001-010-014-003,,,,,SSP,"Includes soligena. Payne, 2010",,,Angola and Namibia to Zimbabwe and n South Africa,,"Angola, sw Zambia, w Zimbabwe, Namibia, Botswana, n S Africa","S Angola, S Zambia, W Zimbabwe to Namibia, N and NE South Africa.",,
29620,748,3734,Species,Estrilda charmosyna,Black-cheeked Waxbill,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29915,rerwax1,Estrilda charmosyna,Black-cheeked Waxbill,Estrildids,,,,Estrilda charmosyna,Black-cheeked Waxbill,,22719609,,,1307,1025,AF : e,,,,,
29621,,,Subspecies,Estrilda charmosyna charmosyna,Black-cheeked Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29916,,Estrilda charmosyna charmosyna,,Estrildids,Estrilda erythronotos charmosyna,Black-faced Waxbill,180-001-010-014-004,,,,,,,,,"s Sudan, Ethiopia, s Somalia, ne Uganda and n Kenya",,"southern South Sudan, Ethiopia, Somalia, northeastern Uganda, and northern and eastern Kenya","Somalia, S Ethiopia, SE South Sudan, N and E Uganda, N Kenya",,
29622,,,Subspecies,Estrilda charmosyna kiwanukae,Black-cheeked Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,29917,,Estrilda charmosyna kiwanukae,,Estrildids,Estrilda erythronotos kiwanukae,Black-faced Waxbill,180-001-010-014-005,,,,,,,,,s Kenya and n Tanzania,,S Kenya,"S Kenya, N Tanzania",,
29629,756,838,Species,Amandava subflava,Orange-breasted Waxbill,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,30009,zebwax2,Sporaeginthus subflavus,Zebra Waxbill,Estrildids,Amandava subflava,Zebra Waxbill,180-001-019-003,Amandava subflava,Zebra Waxbill,#N/A,22719624,,,1312,1042,"AF, EU : w, c, e, s AF, sw Arabian Peninsula",,,,,Called Zebra Waxbill in the 1996 list
29630,,,Subspecies,Amandava subflava subflava,Orange-breasted Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,30010,,Sporaeginthus subflavus subflavus,,Estrildids,Amandava subflava subflava,Zebra Waxbill,180-001-019-003-001,,,,,SSP,"Includes niethammeri. Payne,2010",,,"sw Mauritania, Senegal and Gambia to Ethiopia south to Central African Republic, e DR Congo, Uganda, w Kenya and nw Tanzania, also sw Arabian Peninsula",,"extreme southwestern Mauritania and Senegal south to Liberia, east to western Sudan, South Sudan, Ethiopia, northeastern Democratic Republic of the Congo, Uganda, Kenya, and northwestern Tanzania; western Yemen","Senegal to W Ethiopia, south to E DR Congo, NW Tanzania, W Kenya",,
29631,,,Subspecies,Amandava subflava clarkei,Orange-breasted Waxbill,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,30011,,Sporaeginthus subflavus clarkei,,Estrildids,Amandava subflava clarkei,Zebra Waxbill,180-001-019-003-003,,,,,,,,,"s Gabon s PRCongo, s DR Congo and Tanzania (except nw) south to Angola, Zambia, Malawi, Zimbabwe, Mozambique and se South Africa",,"Gabon and w Angola to Kenya, Tanzania and South Africa","Gabon, S DR Congo, Tanzania and S Kenya south to Angola, Botswana and E South Africa",,
29633,755,844,Species,Ortygospiza atricollis,Quailfinch,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,30018,quailf1,Ortygospiza atricollis,Quailfinch,Estrildids,Ortygospiza atricollis,Black-faced Quailfinch,180-001-018-001,Ortygospiza atricollis,African Quailfinch,,22735955,"AL, ENG",Lump O. fuscocrissa and O. gabonensis with O. atricollis following Payne & Sorenson 2007. Change English name of combined species to Quailfinch.,1314,1041,AF : subsaharan Africa,,,,"In the 29 Checklist, O. fuscocrissa was used, following a then three species treatment",
29634,,,Subspecies,Ortygospiza atricollis atricollis,Quailfinch,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,30020,,Ortygospiza atricollis atricollis,,Estrildids,Ortygospiza atricollis atricollis,Black-faced Quailfinch,180-001-018-001-001,,,,,,,,,s Mauritania and Senegal to Chad and Cameroon,,Senegal to Cameroon,"Senegal to Chad, N DR Congo",,
29635,,,Subspecies,Ortygospiza atricollis ansorgei,Quailfinch,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,30021,,Ortygospiza atricollis ansorgei,,Estrildids,Ortygospiza atricollis ansorgei,Black-faced Quailfinch,180-001-018-001-002,,,,,,,,,Gambia and s Senegal to Togo,,"Guinea-Bissau to Liberia, Ivory Coast and coastal Ghana",Guinea-Bissau to Ivory Coast,,
29636,,,Subspecies,Ortygospiza atricollis ugandae,Quailfinch,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,30022,,Ortygospiza atricollis ugandae,,Estrildids,Ortygospiza atricollis ugandae,Black-faced Quailfinch,180-001-018-001-003,,,,,,,,,"s Sudan, Uganda and w Kenya",,"southern Sudan, South Sudan, Uganda, and western Kenya","South Sudan, Uganda, W Kenya",,
29637,,,Subspecies,Ortygospiza atricollis fuscocrissa,Quailfinch,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,30028,,Ortygospiza atricollis fuscocrissa,,Estrildids,Ortygospiza fuscocrissa fuscocrissa,African Quailfinch,180-001-018-003-001,,,,,,,,,Eritrea and Ethiopia,,Highlands of Ethiopia and Eritrea,"Eritrea, Ethiopia",,
29638,,,Subspecies,Ortygospiza atricollis muelleri,Quailfinch,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,30029,,Ortygospiza atricollis muelleri,,Estrildids,Ortygospiza fuscocrissa muelleri,African Quailfinch,180-001-018-003-002,,,,,SSP,"Includes bradfieldi. Payne, 2010",,,"s Kenya to Angola, Namibia and s Botswana",,"southern Kenya, Tanzania, Malawi, Zambia, Angola, to Zambia, western Zimbabwe, and north central South Africa","S Kenya, Tanzania, Malawi, Zambia (except NE) ",,
29639,,,Subspecies,Ortygospiza atricollis smithersi,Quailfinch,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,30030,,Ortygospiza atricollis smithersi,,Estrildids,Ortygospiza fuscocrissa smithersi,African Quailfinch,180-001-018-003-003,,,,,,,,,ne Zambia,,NE Zambia,NE Zambia,,
29640,,,Subspecies,Ortygospiza atricollis pallida,Quailfinch,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,30031,,Ortygospiza atricollis pallida,,Estrildids,Ortygospiza fuscocrissa pallida,African Quailfinch,180-001-018-003-004,,,,,,,,,n Botswana,,N Botswana and adjacent nw Zimbabwe,"NE Botswana, W Zimbabwe",,
29641,,,Subspecies,Ortygospiza atricollis digressa,Quailfinch,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,30032,,Ortygospiza atricollis digressa,,Estrildids,Ortygospiza fuscocrissa digressa,African Quailfinch,180-001-018-003-005,,,,,,,,,"e Zimbabwe, s Mozambique and South Africa",,"E Zimbabwe, s Mozambique, South Africa, Lesotho, Swaziland","SE Zimbabwe, S Mozambique, NE, SE and C South Africa",,
29642,,,Subspecies,Ortygospiza atricollis gabonensis,Quailfinch,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,30024,,Ortygospiza atricollis gabonensis,,Estrildids,Ortygospiza gabonensis gabonensis,Black-chinned Quailfinch,180-001-018-002-001,,,,,,,,,Gabon to c DR Congo,,Rio Muni to Gabon and central Democratic Republic of the Congo (Congo River),Equatorial Guinea and Gabon to C DR Congo,,
29643,,,Subspecies,Ortygospiza atricollis fuscata,Quailfinch,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,30025,,Ortygospiza atricollis fuscata,,Estrildids,Ortygospiza gabonensis fuscata,Black-chinned Quailfinch,180-001-018-002-002,,,,,,,,,"n Angola, s DR Congo and nw Zambia",,Angola to s Democratic Republic of the Congo and Zambia,"N Angola, S DR Congo, W Zambia",,
29644,,,Subspecies,Ortygospiza atricollis dorsostriata,Quailfinch,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,30026,,Ortygospiza atricollis dorsostriata,,Estrildids,Ortygospiza gabonensis dorsostriata,Black-chinned Quailfinch,180-001-018-002-003,,,,,,,,,e DR Congo and s and w Uganda,,"Extreme e Democratic Republic of the Congo to Uganda, Rwanda and nw Tanzania",E DR Congo to S and W Uganda,,
29646,757,845,Species,Paludipasser locustella,Locust Finch,Rare/Accidental,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,30033,locust3,Paludipasser locustella,Locustfinch,Estrildids,Paludipasser locustella,Locust Finch,180-001-020-001,Paludipasser locustella,Locust Finch,"Paludipasser locustella (del Hoyo and Collar 2016) was previously placed in the genus Ortygospiza following Dowsett & Forbes-Watson (1993); Sibley & Monroe (1990, 1993).",22719645,TAX,Payne (2010) shows this to be unrelated to Ortygospiza with recommended name Paludipasser locustella† (P. Ryan),1313,1043,"AF : sc, se",,,,,Was included in Ortygospiza in the 1996 list
29647,,,Subspecies,Paludipasser locustella locustella,Locust Finch,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,30034,,Paludipasser locustella locustella,,Estrildids,Paludipasser locustella locustella,Locust Finch,180-001-020-001-002,,,,,,,,,"Nigeria and Cameroon to w Kenya, n and w DR Congo and Gabon",,"Angola to s Tanzania, n Mozambique and e Zimbabwe","W Angola, S DR Congo, Zambia to Malawi, C Mozambique, Zimbabwe",,
29648,,,Subspecies,Paludipasser locustella uelensis,Locust Finch,,,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,30035,,Paludipasser locustella uelensis,,Estrildids,Paludipasser locustella uelensis,Locust Finch,180-001-020-001-001,,,,,,,,,"Angola and s DR Congo to Tanzania,  n Mozambique, n Zimbabwe and n Botswana",,W Congo to central Nigeria and w Kenya,"C Nigeria, N Cameroon to N DR Congo",,
29730,762,3784,Species,Euodice cantans,African Silverbill,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,passeriformes, Estrildidae,30127,afrsil1,Euodice cantans,African Silverbill,Estrildids,Euodice cantans,African Silverbill,180-002-005-001,Euodice cantans,African Silverbill,"Euodice cantans (del Hoyo and Collar 2016) was previously placed in the genus Lonchura following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); Dowsett & Forbes-Watson (1993); Sibley & Monroe (1990, 1993).",22719761,TAX,"Separate African Silverbill from Lonchura to Euodice (Sinclair & Ryan 2003, Fry 2004)",1267,1048,"AF : w, c, e, also sw Arabian Peninsula",,,,,
